ticker,sector,industry,marketCap,enterpriseValue,ebitda,netIncomeToCommon,freeCashflow,bookValue,sharesOutstanding,totalDebt,totalCash,totalAssets,grossProfits,operatingCashflow,returnOnAssets,returnOnEquity,operatingMargins,grossMargins,currentRatio,debtToEquity,totalRevenue,revenueGrowth,earningsGrowth,interestExpense,enterprise_value,book_value_total,net_debt,ebitda_yield,earnings_yield,fcf_yield,book_yield,gp_a,fcf_ni,revenue_cagr_3y,fcf_cagr_3y,revenue_trend_ols,fcf_trend_ols,delta_gross_margin,asset_growth,share_dilution,dn_ebitda,interest_coverage,cfo_debt,roce,country,currency
5803.T,Industrials,Conglomerates,6857740517376.0,6897056874496.0,215260004352.0,157162995712.0,43118751744.0,338.454,1655659296.0,101613002752.0,181219000320.0,830307000000.0,332282986496.0,132905000960.0,0.13106,0.31511,0.14205,0.28103,2.366,17.13,1182358044672.0,0.22,0.412,,6897056874496.0,407494000000.0,-79605997568.0,0.0312104145679863,0.022917606070656,0.0062876032761441,0.0594210292686782,0.4001929244195219,0.274356896473358,0.1347036887713224,0.5220234931490666,0.1130711948446192,0.3819316994353656,,0.1470435867362374,0.0,-0.3698132303194872,38.78400248988484,1.3079526966088413,0.2268970602962464,Japan,JPY
STT,Financial Services,Asset Management,45038301184.0,,,2824999936.0,,87.008,276767033.0,,,366047000000.0,14392999936.0,-2640999936.0,0.00801,0.11261,0.27818,0.0,,0.0,14392999936.0,-0.028,-0.241,,45038301184.0,27841000000.0,0.0,0.0,0.0627243892805528,0.0,0.6181627474415177,0.0393200871363513,0.0,0.0482215024418268,-0.0113280784727883,0.0509793146759822,-0.166728148657949,,0.0362558034197712,0.0,,,,,United States,USD
IDXX,Healthcare,Diagnostics & Research,43671994368.0,44838019072.0,1545885952.0,1095233024.0,786844480.0,19.638,78882997.0,1105451008.0,200528000.0,3350759000.0,2758938880.0,1210091008.0,0.26463,0.72915,0.31783,0.62053,1.119,0.7104,4446094848.0,0.143,0.172,,44838019072.0,1605383000.0,904923008.0,0.0344771241904698,0.0250786125032685,0.0180171409936008,0.0367600111520512,0.8233772945174511,0.7184265473718952,0.085223264582759,0.3953280941829968,0.0799944423589428,0.267250522979588,0.0227430077989657,0.0174030642097039,0.0049426907526243,0.5853750121923612,35.08290435498816,1.0946581976430745,0.619016823762628,United States,USD
WAB,Industrials,Railroads,43834445824.0,49969631232.0,2520000000.0,1207000064.0,1123250048.0,65.311,169677346.0,6917000192.0,521000000.0,22069000000.0,4055000064.0,1767000064.0,0.06041,0.11305001,0.18983,0.35239,1.024,0.6203,11507000320.0,0.13,0.128,,49969631232.0,11142000000.0,6396000192.0,0.050430630322247,0.0275354242835927,0.0256248260217539,0.2541836628832112,0.183741903303276,0.9306130807297124,0.1012234501826749,0.1902365721954699,0.0921880130326067,0.1941948310139165,0.0370705644794676,0.180034220938937,-0.2423975319524019,2.538095314285714,8.075555555555555,0.2554575704716129,0.1073940540221053,United States,USD
GMG.AX,Real Estate,REIT - Diversified,63040970752.0,66015891456.0,1794800000.0,1691299968.0,3391737600.0,11.615,2044793036.0,4179800064.0,2963399936.0,31565300000.0,2550799872.0,1211800064.0,0.03874,0.07929,0.55902,0.82268,2.913,17.598,3100600064.0,-0.159,-0.034,,66015891456.0,23310100000.0,1216400128.0,0.0271873932232854,0.026828583821361,0.0538021156644767,0.3697611207749443,0.0808102527775753,2.0054027459190493,0.0034233507317251,,0.0022458954756235,,-0.0944766168763074,0.3247090619898355,0.069487489912177,0.677735752172944,6.779692886242557,0.2899181887758352,0.0743101902579938,Australia,AUD
LONN.SW,Healthcare,Diagnostics & Research,34915131392.0,38865268736.0,2136999936.0,909000000.0,-1798875008.0,113.295,69844229.0,4679000064.0,719000000.0,17907000000.0,2348999936.0,1156000000.0,0.04639,0.10476,0.2139,0.35966998,1.885,0.5873700000000001,6530999808.0,,,,38865268736.0,7913000000.0,3960000064.0,0.0549848233525926,0.0260345576190005,0.0,0.2266352634094077,0.1311777481431842,-1.978960404840484,0.0162330015634359,,-0.0050178349565147,0.5460823373173971,-0.0382278237269032,-0.0925353468808594,-0.0276515093196672,1.8530651298999383,7.754601226993865,0.2470613345133735,0.0885030107828035,Switzerland,CHF
6954.T,Industrials,Specialty Industrial Machinery,6324947517440.0,5575158005760.0,231544995840.0,166542999552.0,159451873280.0,1998.45,933158384.0,0.0,753871028224.0,1937031000000.0,328466006016.0,250896007168.0,0.05703,0.09352,0.23903999,0.3829,6.893,0.0,857830981632.0,0.106,0.11,,5575158005760.0,1724545000000.0,-753871028224.0,0.0415315575990453,0.0263311275062417,0.0252099915201411,0.2726575983824137,0.1695718891520063,0.9574216491171944,0.0283476617875517,0.3297213810482546,0.0170809352523646,0.3657028812722555,,0.005708093873586,-0.0076316444090347,-3.255829500823817,,,0.0892671591423168,Japan,JPY
FERG,Industrials,Industrial Distribution,43401342976.0,48811679744.0,3042599936.0,1955399936.0,,30.258,193937826.0,6080999936.0,820000000.0,17729000000.0,9534000128.0,1959600000.0,,0.3352880548696845,0.08137,0.30697,1.784,1.03524,31058200576.0,0.036,0.23,,48811679744.0,5832000000.0,5260999936.0,0.0623334405199198,0.0450539039098696,0.0,0.1343737221040595,0.5377629944159287,0.0,0.0249949176587731,0.2311570400765681,0.0218674439960571,0.0929383506805444,,0.0698165580497224,-0.0358330457688592,1.7291132737340595,13.75263157894737,0.3222496333866101,0.2233142466455858,United States,USD
8002.T,Industrials,Conglomerates,7867635597312.0,9865296609280.0,465730011136.0,543852003328.0,165868994560.0,2663.272,1635003303.0,2409977085952.0,551271989248.0,9201974000000.0,1182698962944.0,535397990400.0,0.01626,0.13502,0.03156,0.14308,1.373,0.53391,8265841246208.0,0.011,0.449,,9865296609280.0,3629236000000.0,1858705096704.0,0.0472089212906078,0.0691252151426292,0.021082444974532,0.4612867430260673,0.1285266577523474,0.3049892131406999,-0.0289765342476996,0.2600839301915474,-0.0500336929919981,0.1175667890807827,0.0419568981693377,0.0311956041941383,-0.0092699213207145,3.990949804094181,8.828878934925967,0.2221589547555821,0.1112366448209793,Japan,JPY
SREN.SW,Financial Services,Insurance - Reinsurance,35744251904.0,40056344576.0,6849750016.0,4855000064.0,,70.5919,294919585.0,8135000064.0,3742000128.0,134007000000.0,8657000448.0,,0.03198,0.19461,0.20143999,0.20421,2.794,0.30526,42391998464.0,-0.02,0.186,,40056344576.0,25558000000.0,4392999936.0,0.171002873290242,0.1358260365062136,0.0,0.7150240566970687,0.0646011062705679,0.0,0.00323288219894,,0.0097456445802561,,,0.0532740177160867,-0.0590102518854128,0.6413372642415568,15.034642032332563,0.0,,Switzerland,CHF
CSU.TO,Technology,Software - Application,66381193216.0,69892816896.0,2424000000.0,743000000.0,2751500032.0,255.83612,21191530.0,5560999936.0,3012999936.0,16171000000.0,4544999936.0,2801999872.0,0.08007,0.19685,0.13769001,0.37407002,0.912,1.20655,12149999616.0,0.199,1.699,,69892816896.0,3576000000.0,2548000000.0,0.034681675566273,0.0111929292620927,0.0414499935704198,0.0538706797324949,0.2810586813431451,3.703230191117093,0.2062658154578558,0.2848374704540435,0.1815448305915677,0.2371435910608785,0.0250062279528714,0.2586394769613948,0.0,1.051155115511551,4.66796875,0.5038661938945219,0.1183519857383381,Canada,CAD
CLS.TO,Technology,Electronic Components,59184705536.0,58865414144.0,1380300032.0,958600000.0,646862528.0,25.460863,114973107.0,941699968.0,378000000.0,7213100000.0,1657400064.0,885500032.0,0.10663,0.52454,0.066199996,0.12019,1.259,0.44881,13789299712.0,0.528,1.473,,58865414144.0,2216300000.0,563699968.0,0.0234484043316747,0.016196752037854,0.0109295555691585,0.0374471745686375,0.2297763879607935,0.6747992155226372,0.1956065395826804,0.6495850236260479,0.1837172028490196,0.4398309065288868,0.030966632854311,0.2045522861627868,0.0052266838931955,0.408389447896499,19.69201520912548,0.9403207625467394,0.316419734229418,Canada,CAD
AMP,Financial Services,Asset Management,40303558656.0,35507425280.0,,3895000064.0,3355624960.0,68.961,89897084.0,3494000128.0,8496000000.0,190904000000.0,10933000192.0,7096000000.0,0.024260001,0.66936,0.37188,0.56601,2.483,0.5624600000000001,19316000768.0,0.09,0.66,,35507425280.0,6549000000.0,-5001999872.0,0.0,0.0966415918069346,0.0832587759468343,0.1624918547738476,0.0572696234337677,0.8615211565757757,0.0903044521864493,0.2453905181040399,0.087858766803485,0.2355788209044881,,0.0523750985375104,0.0009748554351483,,14.8159509202454,2.030910057253438,,United States,USD
DGE.L,Consumer Defensive,Beverages - Wineries & Distilleries,34076667904.0,57674608640.0,6184999936.0,2414000128.0,958124992.0,3.9142597,2223599988.0,24290000896.0,2208999936.0,49322000000.0,11882999808.0,4095000064.0,0.072129995,0.19716999,0.31291,0.60003,1.604,1.77377,19804000256.0,-0.04,0.029,,57674608640.0,11090000000.0,22081000960.0,0.1072395648942543,0.0708402633379726,0.0281167452962011,0.3254426175482442,0.2409269658164713,0.3969034553423188,-0.0044225980637512,-0.1058585347524313,-0.0053882453882453,-0.1008262994224789,-0.0125293411701972,0.0846197827329902,5.42794576433757e-06,3.570089116974245,4.203804347826087,0.1685878926696273,0.1202020202020202,United Kingdom,GBP
RSG,Industrials,Waste Management,65729355776.0,79376310272.0,5194999808.0,2168999936.0,1808875008.0,38.896,307664087.0,14087000064.0,118000000.0,34366000000.0,7186999808.0,4497999872.0,0.06181,0.18346001,0.20204,0.43049,0.671,1.17578,16695000064.0,0.026,0.075,,79376310272.0,11968000000.0,13969000064.0,0.0654477361091516,0.0329989532134129,0.0275200477266883,0.1820799832693616,0.2091311123785136,0.8339672943171539,0.0708492983365007,0.1153958553577667,0.0674773727884253,0.102910020698892,0.0268477789318937,0.0606135423739275,0.0,2.68893177676129,5.519163763066202,0.3193014731003553,0.10408042578356,United States,USD
CVNA,Consumer Cyclical,Auto & Truck Dealerships,72330829824.0,51801395200.0,2342000128.0,1440999936.0,196750000.0,5.203,716288385.0,5621000192.0,2902000128.0,13201000000.0,4534000128.0,911000000.0,0.114300005,0.60172004,0.09033,0.20131001,4.087,1.21351,22521999360.0,0.52,0.119,,51801395200.0,3441000000.0,2719000064.0,0.0452111399501455,0.0199223476283395,0.0027201402289831,0.0475730751101965,0.3434588385728354,0.1365371330592481,0.1431413679257303,,0.1579989720746959,0.7765698219306467,0.1146882009410328,0.555987741631306,0.0672239271859594,1.1609734907751466,-0.7623762376237624,0.162070800370469,-0.0329566854990583,United States,USD
8053.T,Industrials,Conglomerates,7392982466560.0,11354921500672.0,625885970432.0,599847010304.0,384432242688.0,3880.866,1195115184.0,4706642952192.0,1032960999424.0,11631161000000.0,1509657018368.0,813456031744.0,0.0197,0.13518,0.059910003,0.20575,1.375,0.99398,7337259040768.0,-0.009,0.338,,11354921500672.0,4648462000000.0,3673681952768.0,0.0551202375458922,0.0811373505912171,0.0519996150980835,0.6287668097450471,0.1297941811972167,0.6408838188476947,0.098906967123199,0.6001511886351583,0.0827242020099133,0.459933160950383,0.014395780291966,0.054255472177277,-0.0097977825733045,5.869570698688685,8.100955550564551,0.1728314724543006,0.094810802195251,Japan,JPY
ALAB,Technology,Semiconductors,60678410240.0,55569408000.0,233384992.0,267624992.0,240004880.0,8.722,171407939.0,41850000.0,1184473984.0,1531823000.0,760990976.0,383400000.0,0.10067,0.21110001,0.20052,0.75988996,11.3,2.801,1001443968.0,0.934,1.444,,55569408000.0,1363634000.0,-1142623984.0,0.0041998826404628,0.0044105471936635,0.0039553587355158,0.022473133271067,0.4967877985903071,0.8967954681900561,1.2017644470675777,,0.7195539435963505,0.9853491139879984,0.022194202066669,0.4526423697117518,0.0504141515140293,-4.895876012455848,,9.161290322580646,0.1239815239126067,United States,USD
SAND.ST,Industrials,Specialty Industrial Machinery,461739458560.0,490543677440.0,26186000384.0,14830000128.0,15850975232.0,74.272,1254385923.0,41472999424.0,8226999808.0,169860000000.0,48908001280.0,22250999808.0,0.07248,0.15347,0.1737,0.40068,1.959,0.4133,122064003072.0,0.047,0.04,,490543677440.0,93166000000.0,33245999616.0,0.0533815877938879,0.0321176799016689,0.0343288296855406,0.2017717963514562,0.287931245025315,1.068845252541322,0.0241823094788125,0.3736118472457101,0.017760622562931,0.2427581839053161,0.0021570210261827,-0.0787703922249219,0.0,1.269609681832654,11.667763157894736,0.5365177372515665,0.1591213260858187,Sweden,SEK
RACE.MI,Consumer Cyclical,Auto Manufacturers,55130939392.0,54761066496.0,2417952000.0,1598139008.0,985850240.0,22.935,176080931.0,2928934912.0,1816348032.0,9628352000.0,3717467904.0,2365772032.0,0.13083,0.41968,0.29479,0.51609004,2.569,0.72246,7203091968.0,0.032,0.013,,54761066496.0,3906893000.0,1112586880.0,0.044154581981646,0.0289880605268972,0.017881977903374,0.0708657070437462,0.3860959699022221,0.6168738983686706,0.1193374245669953,0.3292274400337009,0.1102235485640455,0.2651109886273958,0.0366673305542613,0.0138153083042,0.0,0.4601360490199971,51.12716187329965,0.8077243445415286,0.2566559682121647,Italy,EUR
0388.HK,Financial Services,Financial Data & Stock Exchanges,472747638784.0,177847123968.0,23057750016.0,18865000448.0,,43.585,1264031072.0,1219000064.0,308608991232.0,580775000000.0,29105999872.0,,0.02987,0.34995997,0.77203006,0.96533996,1.048,2.186,30151000064.0,0.19,0.27,,177847123968.0,58147000000.0,-307389991168.0,0.1296492712479779,0.0399050125274543,0.0,0.1229979702269175,0.0501157933313245,0.0,0.1192768967827124,0.2045336487248892,0.1215952089288144,0.2156125743415463,0.0226334123713126,0.5218314121830364,0.0,-13.331309037295446,5.528681506849315,0.0,0.4172859450726979,Hong Kong,HKD
8591.T,Financial Services,Financial Conglomerates,6489883803648.0,12492765921280.0,1072834019328.0,447169003520.0,-1643793743872.0,4080.242,1072708118.0,6537994043392.0,961524006912.0,16866251000000.0,1438620975104.0,1369567002624.0,0.02395,0.10418,0.16694,0.43191,4.676,1.41398,3330831024128.0,0.28,-0.257,,12492765921280.0,4089782000000.0,5576470036480.0,0.0858764204891208,0.0689024668313235,0.0,0.6301780006756224,0.0852958357553199,-3.676001088922703,0.053862911299686,,0.0566008339099326,-0.460104134708553,,0.033338295930058,-0.0427987463703507,5.197887031931538,,0.2094781661675314,,Japan,JPY
BDX,Healthcare,Medical Instruments & Supplies,40628432896.0,57185120256.0,6157000192.0,1647000064.0,4531250176.0,87.584,275540427.0,17279000576.0,816000000.0,55325000000.0,10467000320.0,3828000000.0,0.04383,0.06672,0.14743,0.47090998,0.942,0.71599,22226999296.0,0.052,,,57185120256.0,25390000000.0,16463000576.0,0.107667871719724,0.0405381144829278,0.1115290414375326,0.624931807362418,0.1891911490284681,2.7512143290359945,0.0499297569954488,0.1718047838339393,0.048422626463992,0.1676822861945787,0.0052098074156897,-0.0342317494675837,0.0,2.6738671532592995,4.068515497553018,0.2215405910291463,0.0530502850336084,United States,USD
2914.T,Consumer Defensive,Tobacco,11192898682880.0,12076953108480.0,1078600990720.0,540890005504.0,128977248256.0,2301.322,1775241665.0,1987193995264.0,882317000704.0,8419240000000.0,2031148990464.0,560224993280.0,0.07012,0.13618,0.32724997,0.56582,1.881,0.4829299999999999,3589766119424.0,0.117,0.251,,12076953108480.0,4086933000000.0,1104876994560.0,0.0893106879716743,0.0483243903861395,0.011523131934829,0.3651362453812909,0.2412508718677695,0.2384537464984573,0.0927067364838882,-0.0292202611778745,0.0880012156403408,-0.0163962499114355,-0.02759082070832,0.0057949531773326,0.0,1.024361190158429,4.790003791100136,0.2819176158015583,0.1440205989290183,Japan,JPY
FNV.TO,Basic Materials,Gold,56213532672.0,55580635136.0,1920600064.0,1370899968.0,-827950016.0,58.62213,192855530.0,0.0,714700032.0,8241400000.0,1916999936.0,1725200000.0,0.13019,0.19041,0.79260004,0.91823995,6.155,0.0,2087699968.0,0.777,1.231,,55580635136.0,7635300000.0,-714700032.0,0.0345552018126545,0.0243873655121277,0.0,0.1358267242258401,0.2326061028466037,-0.6039463384100101,0.1147925260866369,,0.1035184880554184,-0.7717629786713429,0.0911175251556342,0.3018766586629597,0.0012775567747831,-0.3721232990649322,4721.0,,0.1744555577453685,Canada,CAD
WDS.AX,Energy,Oil & Gas E&P,59922677760.0,70720151552.0,7852000256.0,2718000128.0,-314375008.0,27.299528,1901100143.0,13722000384.0,5941000192.0,66501000000.0,4536000000.0,7192000000.0,0.02596,0.07203,0.1908,0.34935,1.592,0.3444,12984000512.0,-0.111,-0.144,,70720151552.0,35914000000.0,7781000192.0,0.1110291774505952,0.0453584557567008,0.0,0.5993390372813673,0.0682095006090134,-0.115664088739881,-0.0826114242716573,,-0.0864534700038614,-0.9341085271317828,-0.261754757668089,0.0854825019587359,0.001237852420523,0.9909577099229274,15.803846153846154,0.5241218334599341,0.0672680243598978,Australia,AUD
OXY,Energy,Oil & Gas E&P,57350635520.0,78508638208.0,10826999808.0,736000000.0,3033374976.0,30.917,994634701.0,16611000320.0,3811000064.0,84186000000.0,14732000256.0,9665000448.0,0.02497,0.04053,0.17725,0.69757,1.21,0.41989,21119000576.0,-0.083,3.156,,78508638208.0,36034000000.0,12800000256.0,0.1379083888745472,0.0128333364282133,0.0528917412770807,0.628310387030215,0.1749934698881049,4.121433391304348,-0.1615518427652615,-0.3066011868022466,-0.1789520512175779,-0.3695667588456356,-0.1323302142609433,-0.0147346246123237,0.0407693606802347,1.182229655766888,3.8285449490268766,0.5818433725730011,0.0552583001150378,United States,USD
ATD.TO,Consumer Cyclical,Specialty Retail,77663903744.0,84647510016.0,5707100160.0,2719699968.0,2106437504.0,21.968512,918230107.0,9043399680.0,3492900096.0,38301900000.0,13889200128.0,5521399808.0,0.06449,0.1816,0.09246001,0.18951,0.948,0.7586799999999999,73289203712.0,-0.221,,,84647510016.0,14946800000.0,5550499584.0,0.0674219496701231,0.0350188419186965,0.0271224777850898,0.1924549150821526,0.3626243117965427,0.7745109860588858,0.050704672217618,0.0592849282745446,0.0398104101025012,0.0624113475177304,0.0035165181342295,0.0291230049975818,-0.0094405965938773,0.9725603946645996,6.169779022720199,0.610544707010008,0.1292081369807656,Canada,CAD
HUM,Healthcare,Healthcare Plans,44378333184.0,36229615616.0,3361999872.0,1130000000.0,1431374976.0,154.754,120061500.0,14371000320.0,21965000704.0,48909000000.0,19215998976.0,1844000000.0,0.036429998,0.062800005,0.04671,0.14006,1.771,0.7707299999999999,137200001024.0,0.235,-0.046,,36229615616.0,17657000000.0,-7594000384.0,0.0927970063948249,0.0254628761137745,0.0322539147665884,0.3978743394167401,0.3928929026559529,1.2667035185840707,0.1176727344769554,-0.5227593913804323,0.1090462960268118,-0.4268900250190362,,0.0522816755954301,2.5714727257072445e-06,-2.258774739180002,3.464342313787639,0.128313962768042,,United States,USD
YUM,Consumer Cyclical,Restaurants,42004672512.0,54095851520.0,2992999936.0,1738000000.0,1261500032.0,-26.444,275621202.0,13144000512.0,689000000.0,8197000000.0,3875000064.0,2022000000.0,0.23302001,-0.2372696245733788,0.31083,0.45663,0.651,-1.7944028002730374,8486000128.0,0.152,0.722,,54095851520.0,,12455000512.0,0.0553277164866042,0.0413763492502764,0.0300323739374378,,0.4727339348542149,0.7258343107019563,0.0628138605145283,0.1260189217301528,0.0618442774839122,0.1146469207151887,-0.0216873651739385,0.218522372528616,-0.0089667301239199,4.161376805321789,5.145708582834331,0.1538344431859985,0.3858703786858254,United States,USD
